"path","parent","direct_files","direct_subdirs","subtree_files"
".cursor","","1","1","2"
".cursor\rules",".cursor","1","0","1"
".githooks","","1","0","1"
".github","","1","1","13"
".github\workflows",".github","12","0","12"
".tmp","","1","1","3"
".tmp\staging_apply",".tmp","0","1","2"
".tmp\staging_apply\supabase",".tmp\staging_apply","0","2","2"
".tmp\staging_apply\supabase\.temp",".tmp\staging_apply\supabase","1","0","1"
".tmp\staging_apply\supabase\migrations",".tmp\staging_apply\supabase","1","0","1"
".vercel","","3","1","9"
".vercel\output",".vercel","2","1","6"
".vercel\output\diagnostics",".vercel\output","4","0","4"
".vscode","","1","0","1"
"app","","6","35","1152"
"app\(app)","app","1","3","5"
"app\(app)\dashboard","app\(app)","1","0","1"
"app\(app)\home","app\(app)","1","0","1"
"app\(app)\week","app\(app)","2","0","2"
"app\(auth)","app","1","7","12"
"app\(auth)\accept-invite","app\(auth)","2","0","2"
"app\(auth)\forgot-password","app\(auth)","1","0","1"
"app\(auth)\login","app\(auth)","2","0","2"
"app\(auth)\logout","app\(auth)","1","0","1"
"app\(auth)\register","app\(auth)","1","1","2"
"app\(auth)\register\employee","app\(auth)\register","1","0","1"
"app\(auth)\registrering","app\(auth)","1","1","2"
"app\(auth)\registrering\mottatt","app\(auth)\registrering","1","0","1"
"app\(auth)\reset-password","app\(auth)","1","0","1"
"app\(backoffice)","app","0","1","340"
"app\(backoffice)\backoffice","app\(backoffice)","1","50","340"
"app\(backoffice)\backoffice\_shell","app\(backoffice)\backoffice","5","0","5"
"app\(backoffice)\backoffice\acquire","app\(backoffice)\backoffice","1","0","1"
"app\(backoffice)\backoffice\agreement-runtime","app\(backoffice)\backoffice","1","0","1"
"app\(backoffice)\backoffice\ai","app\(backoffice)\backoffice","2","2","6"
"app\(backoffice)\backoffice\ai\editor-verification","app\(backoffice)\backoffice\ai","1","0","1"
"app\(backoffice)\backoffice\ai\overview","app\(backoffice)\backoffice\ai","3","0","3"
"app\(backoffice)\backoffice\ai-control","app\(backoffice)\backoffice","2","0","2"
"app\(backoffice)\backoffice\automation","app\(backoffice)\backoffice","1","0","1"
"app\(backoffice)\backoffice\autonomy","app\(backoffice)\backoffice","1","1","2"
"app\(backoffice)\backoffice\autonomy\optimize","app\(backoffice)\backoffice\autonomy","1","0","1"
"app\(backoffice)\backoffice\board","app\(backoffice)\backoffice","1","0","1"
"app\(backoffice)\backoffice\business","app\(backoffice)\backoffice","1","0","1"
"app\(backoffice)\backoffice\business-exec","app\(backoffice)\backoffice","1","0","1"
"app\(backoffice)\backoffice\cms-ai","app\(backoffice)\backoffice","0","0",
"app\(backoffice)\backoffice\content","app\(backoffice)\backoffice","2","8","250"
"app\(backoffice)\backoffice\content\[id]","app\(backoffice)\backoffice\content","1","1","2"
"app\(backoffice)\backoffice\content\[id]\_components","app\(backoffice)\backoffice\content\[id]","1","0","1"
"app\(backoffice)\backoffice\content\_actions","app\(backoffice)\backoffice\content","1","0","1"
"app\(backoffice)\backoffice\content\_components","app\(backoffice)\backoffice\content","221","2","227"
"app\(backoffice)\backoffice\content\_components\editors","app\(backoffice)\backoffice\content\_components","4","0","4"
"app\(backoffice)\backoffice\content\_components\workspace","app\(backoffice)\backoffice\content\_components","2","0","2"
"app\(backoffice)\backoffice\content\_data","app\(backoffice)\backoffice\content","1","0","1"
"app\(backoffice)\backoffice\content\_tree","app\(backoffice)\backoffice\content","8","0","8"
"app\(backoffice)\backoffice\content\_workspace","app\(backoffice)\backoffice\content","7","0","7"
"app\(backoffice)\backoffice\content\growth","app\(backoffice)\backoffice\content","1","0","1"
"app\(backoffice)\backoffice\content\recycle-bin","app\(backoffice)\backoffice\content","1","0","1"
"app\(backoffice)\backoffice\control","app\(backoffice)\backoffice","2","0","2"
"app\(backoffice)\backoffice\control-tower","app\(backoffice)\backoffice","1","0","1"
"app\(backoffice)\backoffice\customers","app\(backoffice)\backoffice","1","0","1"
"app\(backoffice)\backoffice\design","app\(backoffice)\backoffice","1","0","1"
"app\(backoffice)\backoffice\domains","app\(backoffice)\backoffice","1","0","1"
"app\(backoffice)\backoffice\enterprise","app\(backoffice)\backoffice","1","0","1"
"app\(backoffice)\backoffice\esg","app\(backoffice)\backoffice","2","0","2"
"app\(backoffice)\backoffice\execution","app\(backoffice)\backoffice","1","0","1"
"app\(backoffice)\backoffice\exit","app\(backoffice)\backoffice","1","1","2"
"app\(backoffice)\backoffice\exit\execute","app\(backoffice)\backoffice\exit","1","0","1"
"app\(backoffice)\backoffice\exit-now","app\(backoffice)\backoffice","1","0","1"
"app\(backoffice)\backoffice\experiments","app\(backoffice)\backoffice","1","1","2"
"app\(backoffice)\backoffice\experiments\[id]","app\(backoffice)\backoffice\experiments","1","0","1"
"app\(backoffice)\backoffice\forms","app\(backoffice)\backoffice","1","1","2"
"app\(backoffice)\backoffice\forms\[id]","app\(backoffice)\backoffice\forms","1","0","1"
"app\(backoffice)\backoffice\global","app\(backoffice)\backoffice","1","0","1"
"app\(backoffice)\backoffice\intelligence","app\(backoffice)\backoffice","1","0","1"
"app\(backoffice)\backoffice\internal","app\(backoffice)\backoffice","0","1","1"
"app\(backoffice)\backoffice\internal\ai-verification","app\(backoffice)\backoffice\internal","1","0","1"
"app\(backoffice)\backoffice\ipo","app\(backoffice)\backoffice","1","0","1"
"app\(backoffice)\backoffice\market","app\(backoffice)\backoffice","1","1","2"
"app\(backoffice)\backoffice\market\domination","app\(backoffice)\backoffice\market","1","0","1"
"app\(backoffice)\backoffice\media","app\(backoffice)\backoffice","1","0","1"
"app\(backoffice)\backoffice\members","app\(backoffice)\backoffice","1","0","1"
"app\(backoffice)\backoffice\observability","app\(backoffice)\backoffice","1","0","1"
"app\(backoffice)\backoffice\ops","app\(backoffice)\backoffice","1","0","1"
"app\(backoffice)\backoffice\preview","app\(backoffice)\backoffice","0","1","1"
"app\(backoffice)\backoffice\preview\[id]","app\(backoffice)\backoffice\preview","1","0","1"
"app\(backoffice)\backoffice\realtime","app\(backoffice)\backoffice","1","0","1"
"app\(backoffice)\backoffice\releases","app\(backoffice)\backoffice","1","0","1"
"app\(backoffice)\backoffice\revenue","app\(backoffice)\backoffice","1","0","1"
"app\(backoffice)\backoffice\runtime","app\(backoffice)\backoffice","1","0","1"
"app\(backoffice)\backoffice\sales","app\(backoffice)\backoffice","1","0","1"
"app\(backoffice)\backoffice\sales-machine","app\(backoffice)\backoffice","1","0","1"
"app\(backoffice)\backoffice\sdr","app\(backoffice)\backoffice","1","0","1"
"app\(backoffice)\backoffice\security","app\(backoffice)\backoffice","1","1","8"
"app\(backoffice)\backoffice\security\_components","app\(backoffice)\backoffice\security","7","0","7"
"app\(backoffice)\backoffice\seo-growth","app\(backoffice)\backoffice","2","0","2"
"app\(backoffice)\backoffice\settings","app\(backoffice)\backoffice","2","10","14"
"app\(backoffice)\backoffice\settings\_components","app\(backoffice)\backoffice\settings","1","0","1"
"app\(backoffice)\backoffice\settings\ai-governance","app\(backoffice)\backoffice\settings","1","0","1"
"app\(backoffice)\backoffice\settings\create-options","app\(backoffice)\backoffice\settings","1","0","1"
"app\(backoffice)\backoffice\settings\create-policy","app\(backoffice)\backoffice\settings","1","0","1"
"app\(backoffice)\backoffice\settings\data-types","app\(backoffice)\backoffice\settings","1","1","2"
"app\(backoffice)\backoffice\settings\data-types\[kind]","app\(backoffice)\backoffice\settings\data-types","1","0","1"
"app\(backoffice)\backoffice\settings\document-types","app\(backoffice)\backoffice\settings","1","1","2"
"app\(backoffice)\backoffice\settings\document-types\[alias]","app\(backoffice)\backoffice\settings\document-types","1","0","1"
"app\(backoffice)\backoffice\settings\governance-insights","app\(backoffice)\backoffice\settings","1","0","1"
"app\(backoffice)\backoffice\settings\management-read","app\(backoffice)\backoffice\settings","1","0","1"
"app\(backoffice)\backoffice\settings\schema","app\(backoffice)\backoffice\settings","1","0","1"
"app\(backoffice)\backoffice\settings\system","app\(backoffice)\backoffice\settings","1","0","1"
"app\(backoffice)\backoffice\social","app\(backoffice)\backoffice","2","0","2"
"app\(backoffice)\backoffice\system","app\(backoffice)\backoffice","1","2","3"
"app\(backoffice)\backoffice\system\ai-config","app\(backoffice)\backoffice\system","1","0","1"
"app\(backoffice)\backoffice\system\ai-prompts","app\(backoffice)\backoffice\system","1","0","1"
"app\(backoffice)\backoffice\templates","app\(backoffice)\backoffice","1","0","1"
"app\(backoffice)\backoffice\translation","app\(backoffice)\backoffice","1","0","1"
"app\(backoffice)\backoffice\users","app\(backoffice)\backoffice","1","0","1"
"app\(backoffice)\backoffice\week-menu","app\(backoffice)\backoffice","1","0","1"
"app\(portal)","app","1","1","1"
"app\(portal)\week","app\(portal)","0","0",
"app\(public)","app","2","7","8"
"app\(public)\[slug]","app\(public)","1","0","1"
"app\(public)\alternativ-til-kantine","app\(public)","1","0","1"
"app\(public)\hvordan","app\(public)","1","0","1"
"app\(public)\investor","app\(public)","1","0","1"
"app\(public)\lunsjordning","app\(public)","1","0","1"
"app\(public)\pitch","app\(public)","1","0","1"
"app\(public)\registrering","app\(public)","0","1",
"app\(public)\registrering\components","app\(public)\registrering","0","0",
"app\admin","app","6","19","43"
"app\admin\agreement","app\admin","1","0","1"
"app\admin\ansatte","app\admin","1","0","1"
"app\admin\audit","app\admin","2","0","2"
"app\admin\baerekraft","app\admin","4","0","4"
"app\admin\companies","app\admin","2","0","2"
"app\admin\control-tower","app\admin","2","0","2"
"app\admin\dashboard","app\admin","3","0","3"
"app\admin\employees","app\admin","2","1","3"
"app\admin\employees\invites","app\admin\employees","0","1","1"
"app\admin\employees\invites\bulk","app\admin\employees\invites","1","0","1"
"app\admin\firma-onboarding","app\admin","1","0","1"
"app\admin\history","app\admin","1","0","1"
"app\admin\insights","app\admin","2","0","2"
"app\admin\invite","app\admin","3","0","3"
"app\admin\kitchen-test","app\admin","2","0","2"
"app\admin\kjokken","app\admin","2","1","3"
"app\admin\kjokken\orders","app\admin\kjokken","1","0","1"
"app\admin\locations","app\admin","1","0","1"
"app\admin\menus","app\admin","2","0","2"
"app\admin\orders","app\admin","1","0","1"
"app\admin\people","app\admin","2","0","2"
"app\admin\users","app\admin","1","0","1"
"app\api","app","0","78","572"
"app\api\_template","app\api","1","0","1"
"app\api\accept-invite","app\api","0","1","1"
"app\api\accept-invite\complete","app\api\accept-invite","1","0","1"
"app\api\acquire","app\api","1","1","2"
"app\api\acquire\strategy","app\api\acquire","1","0","1"
"app\api\address","app\api","0","2","2"
"app\api\address\resolve","app\api\address","1","0","1"
"app\api\address\search","app\api\address","1","0","1"
"app\api\admin","app\api","0","23","56"
"app\api\admin\accept-invite","app\api\admin","0","1","1"
"app\api\admin\accept-invite\complete","app\api\admin\accept-invite","1","0","1"
"app\api\admin\agreement","app\api\admin","1","0","1"
"app\api\admin\agreements","app\api\admin","1","1","2"
"app\api\admin\agreements\current","app\api\admin\agreements","1","0","1"
"app\api\admin\auth","app\api\admin","1","1","2"
"app\api\admin\auth\login","app\api\admin\auth","1","0","1"
"app\api\admin\company","app\api\admin","0","1","1"
"app\api\admin\company\status","app\api\admin\company","0","1","1"
"app\api\admin\company\status\set","app\api\admin\company\status","1","0","1"
"app\api\admin\dashboard","app\api\admin","1","0","1"
"app\api\admin\deliveries","app\api\admin","1","1","2"
"app\api\admin\deliveries\status","app\api\admin\deliveries","1","0","1"
"app\api\admin\demand-insights","app\api\admin","1","0","1"
"app\api\admin\employees","app\api\admin","1","9","14"
"app\api\admin\employees\[userId]","app\api\admin\employees","0","1","1"
"app\api\admin\employees\[userId]\disable","app\api\admin\employees\[userId]","1","0","1"
"app\api\admin\employees\activity","app\api\admin\employees","1","0","1"
"app\api\admin\employees\audit","app\api\admin\employees","1","0","1"
"app\api\admin\employees\export","app\api\admin\employees","1","0","1"
"app\api\admin\employees\invite","app\api\admin\employees","1","0","1"
"app\api\admin\employees\invites","app\api\admin\employees","1","4","5"
"app\api\admin\employees\invites\link","app\api\admin\employees\invites","1","0","1"
"app\api\admin\employees\invites\resend","app\api\admin\employees\invites","1","0","1"
"app\api\admin\employees\invites\revoke","app\api\admin\employees\invites","1","0","1"
"app\api\admin\employees\invites\stats","app\api\admin\employees\invites","1","0","1"
"app\api\admin\employees\list","app\api\admin\employees","1","0","1"
"app\api\admin\employees\resend-invite","app\api\admin\employees","1","0","1"
"app\api\admin\employees\set-disabled","app\api\admin\employees","1","0","1"
"app\api\admin\esg","app\api\admin","0","3","5"
"app\api\admin\esg\latest-monthly","app\api\admin\esg","1","0","1"
"app\api\admin\esg\report","app\api\admin\esg","0","3","3"
"app\api\admin\esg\report\executive","app\api\admin\esg\report","0","1","1"
"app\api\admin\esg\report\executive\pdf","app\api\admin\esg\report\executive","1","0","1"
"app\api\admin\esg\report\pdf","app\api\admin\esg\report","1","0","1"
"app\api\admin\esg\report\technical","app\api\admin\esg\report","0","1","1"
"app\api\admin\esg\report\technical\pdf","app\api\admin\esg\report\technical","1","0","1"
"app\api\admin\esg\summary","app\api\admin\esg","1","0","1"
"app\api\admin\insight","app\api\admin","1","0","1"
"app\api\admin\insights","app\api\admin","1","0","1"
"app\api\admin\invite","app\api\admin","1","0","1"
"app\api\admin\invites","app\api\admin","1","7","8"
"app\api\admin\invites\[id]","app\api\admin\invites","1","0","1"
"app\api\admin\invites\create","app\api\admin\invites","1","0","1"
"app\api\admin\invites\lookup","app\api\admin\invites","1","0","1"
"app\api\admin\invites\register","app\api\admin\invites","1","0","1"
"app\api\admin\invites\resend","app\api\admin\invites","1","0","1"
"app\api\admin\invites\resolve","app\api\admin\invites","1","0","1"
"app\api\admin\invites\revoke","app\api\admin\invites","1","0","1"
"app\api\admin\invoices","app\api\admin","0","1","1"
"app\api\admin\invoices\csv","app\api\admin\invoices","1","0","1"
"app\api\admin\locations","app\api\admin","1","3","4"
"app\api\admin\locations\audit","app\api\admin\locations","1","0","1"
"app\api\admin\locations\export","app\api\admin\locations","1","0","1"
"app\api\admin\locations\status","app\api\admin\locations","1","0","1"
"app\api\admin\me","app\api\admin","1","0","1"
"app\api\admin\metrics","app\api\admin","1","3","4"
"app\api\admin\metrics\daily","app\api\admin\metrics","1","0","1"
"app\api\admin\metrics\summary","app\api\admin\metrics","1","0","1"
"app\api\admin\metrics\weekly","app\api\admin\metrics","1","0","1"
"app\api\admin\operations-tower","app\api\admin","1","0","1"
"app\api\admin\orders","app\api\admin","1","0","1"
"app\api\admin\people","app\api\admin","1","0","1"
"app\api\admin\support","app\api\admin","0","1","1"
"app\api\admin\support\report","app\api\admin\support","1","0","1"
"app\api\admin\users","app\api\admin","1","0","1"
"app\api\agreements","app\api","1","1","2"
"app\api\agreements\my-latest","app\api\agreements","1","0","1"
"app\api\ai","app\api","1","24","32"
"app\api\ai\analyze","app\api\ai","1","0","1"
"app\api\ai\automation","app\api\ai","1","0","1"
"app\api\ai\block","app\api\ai","1","1","2"
"app\api\ai\block\score","app\api\ai\block","1","0","1"
"app\api\ai\business-engine","app\api\ai","1","0","1"
"app\api\ai\continue","app\api\ai","1","0","1"
"app\api\ai\copilot","app\api\ai","1","0","1"
"app\api\ai\dashboard","app\api\ai","1","0","1"
"app\api\ai\decision","app\api\ai","1","0","1"
"app\api\ai\design","app\api\ai","0","2","2"
"app\api\ai\design\analyze","app\api\ai\design","1","0","1"
"app\api\ai\design\generate","app\api\ai\design","1","0","1"
"app\api\ai\experiments","app\api\ai","1","0","1"
"app\api\ai\generate","app\api\ai","1","0","1"
"app\api\ai\growth","app\api\ai","0","3","3"
"app\api\ai\growth\ads","app\api\ai\growth","1","0","1"
"app\api\ai\growth\funnel","app\api\ai\growth","1","0","1"
"app\api\ai\growth\seo","app\api\ai\growth","1","0","1"
"app\api\ai\image","app\api\ai","1","0","1"
"app\api\ai\inline","app\api\ai","1","0","1"
"app\api\ai\insights","app\api\ai","1","0","1"
"app\api\ai\layout","app\api\ai","1","0","1"
"app\api\ai\learn","app\api\ai","1","0","1"
"app\api\ai\optimize","app\api\ai","1","0","1"
"app\api\ai\page","app\api\ai","1","2","3"
"app\api\ai\page\audit","app\api\ai\page","1","0","1"
"app\api\ai\page\build","app\api\ai\page","1","0","1"
"app\api\ai\recommendation","app\api\ai","0","2","2"
"app\api\ai\recommendation\apply","app\api\ai\recommendation","1","0","1"
"app\api\ai\recommendation\history","app\api\ai\recommendation","1","0","1"
"app\api\ai\rewrite","app\api\ai","1","0","1"
"app\api\ai\swarm","app\api\ai","1","0","1"
"app\api\ai\track","app\api\ai","1","0","1"
"app\api\ai\usage","app\api\ai","1","0","1"
"app\api\alerts","app\api","0","1","1"
"app\api\alerts\run","app\api\alerts","1","0","1"
"app\api\auth","app\api","1","13","14"
"app\api\auth\accept-invite","app\api\auth","1","0","1"
"app\api\auth\debug-cookies","app\api\auth","1","0","1"
"app\api\auth\dev-bypass","app\api\auth","1","0","1"
"app\api\auth\forgot-password","app\api\auth","1","0","1"
"app\api\auth\login","app\api\auth","1","0","1"
"app\api\auth\login-debug","app\api\auth","1","0","1"
"app\api\auth\logout","app\api\auth","1","0","1"
"app\api\auth\me","app\api\auth","1","0","1"
"app\api\auth\post-login","app\api\auth","1","0","1"
"app\api\auth\profile","app\api\auth","1","0","1"
"app\api\auth\redirect","app\api\auth","1","0","1"
"app\api\auth\remote-backend-harness","app\api\auth","1","0","1"
"app\api\auth\session","app\api\auth","1","0","1"
"app\api\automation","app\api","0","1","1"
"app\api\automation\mode","app\api\automation","1","0","1"
"app\api\autonomy","app\api","0","2","2"
"app\api\autonomy\revenue","app\api\autonomy","1","0","1"
"app\api\autonomy\run","app\api\autonomy","1","0","1"
"app\api\backoffice","app\api","0","20","88"
"app\api\backoffice\ai","app\api\backoffice","0","23","31"
"app\api\backoffice\ai\apply","app\api\backoffice\ai","1","0","1"
"app\api\backoffice\ai\auto-improve","app\api\backoffice\ai","1","0","1"
"app\api\backoffice\ai\block-builder","app\api\backoffice\ai","1","0","1"
"app\api\backoffice\ai\build-home-from-intent","app\api\backoffice\ai","1","0","1"
"app\api\backoffice\ai\capability","app\api\backoffice\ai","1","0","1"
"app\api\backoffice\ai\cms-menu","app\api\backoffice\ai","1","0","1"
"app\api\backoffice\ai\cta-improve","app\api\backoffice\ai","1","0","1"
"app\api\backoffice\ai\design-optimizer","app\api\backoffice\ai","0","3","3"
"app\api\backoffice\ai\design-optimizer\analyze","app\api\backoffice\ai\design-optimizer","1","0","1"
"app\api\backoffice\ai\design-optimizer\apply","app\api\backoffice\ai\design-optimizer","1","0","1"
"app\api\backoffice\ai\design-optimizer\revert","app\api\backoffice\ai\design-optimizer","1","0","1"
"app\api\backoffice\ai\design-suggestion","app\api\backoffice\ai","0","1","1"
"app\api\backoffice\ai\design-suggestion\log-apply","app\api\backoffice\ai\design-suggestion","1","0","1"
"app\api\backoffice\ai\health","app\api\backoffice\ai","0","2","2"
"app\api\backoffice\ai\health\latest","app\api\backoffice\ai\health","1","0","1"
"app\api\backoffice\ai\health\scan","app\api\backoffice\ai\health","1","0","1"
"app\api\backoffice\ai\image-generator","app\api\backoffice\ai","1","0","1"
"app\api\backoffice\ai\image-metadata","app\api\backoffice\ai","1","0","1"
"app\api\backoffice\ai\intelligence","app\api\backoffice\ai","0","3","3"
"app\api\backoffice\ai\intelligence\dashboard","app\api\backoffice\ai\intelligence","1","0","1"
"app\api\backoffice\ai\intelligence\events","app\api\backoffice\ai\intelligence","1","0","1"
"app\api\backoffice\ai\intelligence\query","app\api\backoffice\ai\intelligence","1","0","1"
"app\api\backoffice\ai\jobs","app\api\backoffice\ai","1","1","2"
"app\api\backoffice\ai\jobs\run","app\api\backoffice\ai\jobs","1","0","1"
"app\api\backoffice\ai\layout-suggestions","app\api\backoffice\ai","1","0","1"
"app\api\backoffice\ai\page-builder","app\api\backoffice\ai","1","0","1"
"app\api\backoffice\ai\page-intelligence","app\api\backoffice\ai","1","0","1"
"app\api\backoffice\ai\screenshot-builder","app\api\backoffice\ai","1","0","1"
"app\api\backoffice\ai\seo-intelligence","app\api\backoffice\ai","1","0","1"
"app\api\backoffice\ai\status","app\api\backoffice\ai","1","0","1"
"app\api\backoffice\ai\suggest","app\api\backoffice\ai","1","0","1"
"app\api\backoffice\ai\suggestions","app\api\backoffice\ai","1","1","3"
"app\api\backoffice\ai\suggestions\[id]","app\api\backoffice\ai\suggestions","1","1","2"
"app\api\backoffice\ai\suggestions\[id]\status","app\api\backoffice\ai\suggestions\[id]","1","0","1"
"app\api\backoffice\ai\text-improve","app\api\backoffice\ai","1","0","1"
"app\api\backoffice\autonomy","app\api\backoffice","0","4","4"
"app\api\backoffice\autonomy\feedback","app\api\backoffice\autonomy","1","0","1"
"app\api\backoffice\autonomy\optimize","app\api\backoffice\autonomy","1","0","1"
"app\api\backoffice\autonomy\recommendations","app\api\backoffice\autonomy","1","0","1"
"app\api\backoffice\autonomy\run","app\api\backoffice\autonomy","1","0","1"
"app\api\backoffice\ceo","app\api\backoffice","0","3","3"
"app\api\backoffice\ceo\feedback","app\api\backoffice\ceo","1","0","1"
"app\api\backoffice\ceo\recommendations","app\api\backoffice\ceo","1","0","1"
"app\api\backoffice\ceo\run","app\api\backoffice\ceo","1","0","1"
"app\api\backoffice\cms","app\api\backoffice","0","1","1"
"app\api\backoffice\cms\menu-draft","app\api\backoffice\cms","1","0","1"
"app\api\backoffice\company","app\api\backoffice","0","1","1"
"app\api\backoffice\company\control-tower","app\api\backoffice\company","1","1","1"
"app\api\backoffice\company\control-tower\act","app\api\backoffice\company\control-tower","0","0",
"app\api\backoffice\content","app\api\backoffice","0","11","19"
"app\api\backoffice\content\audit-log","app\api\backoffice\content","1","0","1"
"app\api\backoffice\content\batch-normalize-legacy","app\api\backoffice\content","1","0","1"
"app\api\backoffice\content\build-home","app\api\backoffice\content","1","0","1"
"app\api\backoffice\content\footer-config","app\api\backoffice\content","1","0","1"
"app\api\backoffice\content\governance-registry","app\api\backoffice\content","1","0","1"
"app\api\backoffice\content\governance-usage","app\api\backoffice\content","1","0","1"
"app\api\backoffice\content\header-config","app\api\backoffice\content","0","1","1"
"app\api\backoffice\content\header-config\[variant]","app\api\backoffice\content\header-config","1","0","1"
"app\api\backoffice\content\home","app\api\backoffice\content","1","0","1"
"app\api\backoffice\content\pages","app\api\backoffice\content","1","2","8"
"app\api\backoffice\content\pages\[id]","app\api\backoffice\content\pages","1","5","6"
"app\api\backoffice\content\pages\[id]\check-release","app\api\backoffice\content\pages\[id]","1","0","1"
"app\api\backoffice\content\pages\[id]\insights","app\api\backoffice\content\pages\[id]","1","0","1"
"app\api\backoffice\content\pages\[id]\published-body","app\api\backoffice\content\pages\[id]","1","0","1"
"app\api\backoffice\content\pages\[id]\variant","app\api\backoffice\content\pages\[id]","0","1","1"
"app\api\backoffice\content\pages\[id]\variant\publish","app\api\backoffice\content\pages\[id]\variant","1","0","1"
"app\api\backoffice\content\pages\[id]\workflow","app\api\backoffice\content\pages\[id]","1","0","1"
"app\api\backoffice\content\pages\by-slug","app\api\backoffice\content\pages","1","0","1"
"app\api\backoffice\content\publish-home","app\api\backoffice\content","1","0","1"
"app\api\backoffice\content\tree","app\api\backoffice\content","1","1","2"
"app\api\backoffice\content\tree\move","app\api\backoffice\content\tree","1","0","1"
"app\api\backoffice\control-plane","app\api\backoffice","0","1","1"
"app\api\backoffice\control-plane\discovery-entity-bundle","app\api\backoffice\control-plane","1","0","1"
"app\api\backoffice\control-tower","app\api\backoffice","1","0","1"
"app\api\backoffice\enterprise","app\api\backoffice","0","1","1"
"app\api\backoffice\enterprise\page-insights","app\api\backoffice\enterprise","1","0","1"
"app\api\backoffice\esg","app\api\backoffice","0","2","2"
"app\api\backoffice\esg\latest-monthly","app\api\backoffice\esg","1","0","1"
"app\api\backoffice\esg\summary","app\api\backoffice\esg","1","0","1"
"app\api\backoffice\experiments","app\api\backoffice","1","5","6"
"app\api\backoffice\experiments\[id]","app\api\backoffice\experiments","1","0","1"
"app\api\backoffice\experiments\create","app\api\backoffice\experiments","1","0","1"
"app\api\backoffice\experiments\event","app\api\backoffice\experiments","1","0","1"
"app\api\backoffice\experiments\resolve","app\api\backoffice\experiments","1","0","1"
"app\api\backoffice\experiments\stats","app\api\backoffice\experiments","1","0","1"
"app\api\backoffice\forms","app\api\backoffice","1","1","3"
"app\api\backoffice\forms\[id]","app\api\backoffice\forms","1","1","2"
"app\api\backoffice\forms\[id]\submissions","app\api\backoffice\forms\[id]","1","0","1"
"app\api\backoffice\growth","app\api\backoffice","0","1","1"
"app\api\backoffice\growth\summary","app\api\backoffice\growth","1","0","1"
"app\api\backoffice\media","app\api\backoffice","0","2","3"
"app\api\backoffice\media\items","app\api\backoffice\media","1","1","2"
"app\api\backoffice\media\items\[id]","app\api\backoffice\media\items","1","0","1"
"app\api\backoffice\media\upload","app\api\backoffice\media","1","0","1"
"app\api\backoffice\releases","app\api\backoffice","1","1","6"
"app\api\backoffice\releases\[id]","app\api\backoffice\releases","1","3","5"
"app\api\backoffice\releases\[id]\execute","app\api\backoffice\releases\[id]","1","0","1"
"app\api\backoffice\releases\[id]\items","app\api\backoffice\releases\[id]","1","1","2"
"app\api\backoffice\releases\[id]\items\[variantId]","app\api\backoffice\releases\[id]\items","1","0","1"
"app\api\backoffice\releases\[id]\schedule","app\api\backoffice\releases\[id]","1","0","1"
"app\api\backoffice\revenue","app\api\backoffice","0","1","1"
"app\api\backoffice\revenue\insights","app\api\backoffice\revenue","1","0","1"
"app\api\backoffice\sanity","app\api\backoffice","0","1","1"
"app\api\backoffice\sanity\menu-content","app\api\backoffice\sanity","0","1","1"
"app\api\backoffice\sanity\menu-content\publish","app\api\backoffice\sanity\menu-content","1","0","1"
"app\api\backoffice\settings","app\api\backoffice","1","0","1"
"app\api\backoffice\translation","app\api\backoffice","0","1","1"
"app\api\backoffice\translation\summary","app\api\backoffice\translation","1","0","1"
"app\api\backoffice\users","app\api\backoffice","1","0","1"
"app\api\board","app\api","1","0","1"
"app\api\business","app\api","0","1","1"
"app\api\business\run","app\api\business","1","0","1"
"app\api\ceo","app\api","0","3","3"
"app\api\ceo\brain","app\api\ceo","1","0","1"
"app\api\ceo\run","app\api\ceo","1","0","1"
"app\api\ceo\snapshot","app\api\ceo","1","0","1"
"app\api\chaos","app\api","0","2","2"
"app\api\chaos\load","app\api\chaos","1","0","1"
"app\api\chaos\test","app\api\chaos","1","0","1"
"app\api\company","app\api","0","1","1"
"app\api\company\create","app\api\company","1","0","1"
"app\api\contact","app\api","1","0","1"
"app\api\content","app\api","0","1","3"
"app\api\content\global","app\api\content","0","4","3"
"app\api\content\global\[key]","app\api\content\global","0","0",
"app\api\content\global\footer","app\api\content\global","1","0","1"
"app\api\content\global\header","app\api\content\global","1","0","1"
"app\api\content\global\settings","app\api\content\global","1","0","1"
"app\api\control-tower","app\api","1","1","2"
"app\api\control-tower\snapshot","app\api\control-tower","1","0","1"
"app\api\crm","app\api","0","1","1"
"app\api\crm\lead","app\api\crm","1","0","1"
"app\api\cron","app\api","0","53","58"
"app\api\cron\ai","app\api\cron","1","0","1"
"app\api\cron\ai-ceo","app\api\cron","1","0","1"
"app\api\cron\ai-experiment-generator","app\api\cron","1","0","1"
"app\api\cron\ai-governance-auto","app\api\cron","1","0","1"
"app\api\cron\ai-optimize","app\api\cron","1","0","1"
"app\api\cron\attribution","app\api\cron","1","0","1"
"app\api\cron\autonomous","app\api\cron","1","0","1"
"app\api\cron\autonomy","app\api\cron","1","0","1"
"app\api\cron\autopilot","app\api\cron","1","0","1"
"app\api\cron\blackbox","app\api\cron","1","0","1"
"app\api\cron\boardroom","app\api\cron","1","0","1"
"app\api\cron\budget-execution","app\api\cron","1","0","1"
"app\api\cron\business","app\api\cron","1","0","1"
"app\api\cron\capital-allocation","app\api\cron","1","0","1"
